,sna,tot,sbi,sarea,mday,ar,bemp,act
963,YouBike2.0_新東街51巷口,23,7,松山區,2023-05-27 23:05:15,三民路 / 新東街51巷口(東側),16,1
964,YouBike2.0_八德立體停車場,16,8,松山區,2023-05-27 23:09:14,八德路/松信路(西南側),8,1
965,YouBike2.0_長春慶城街口,16,1,松山區,2023-05-27 23:08:14,長春路431號前,15,1
966,YouBike2.0_八德路四段652巷口,20,12,松山區,2023-05-27 23:11:14,八德路四段650號南側,8,1
967,YouBike2.0_捷運松山站(1號出口),15,0,松山區,2023-05-27 22:46:04,八德路四段711號前,13,1
968,YouBike2.0_捷運小巨蛋站(3號出口),15,1,松山區,2023-05-27 23:12:04,南京東路四段12號前,14,1
969,YouBike2.0_捷運小巨蛋站(5號出口)_1,20,0,松山區,2023-05-27 23:09:04,南京東路四段/健康路(西北側),18,1
970,YouBike2.0_敦化北路155巷口,30,1,松山區,2023-05-27 22:54:16,敦化北路151號前分隔島,29,1
971,YouBike2.0_民生復興路口,17,2,松山區,2023-05-27 23:13:14,民生東路三段/復興北路(東南側),15,1
972,YouBike2.0_市民延吉街口,30,6,松山區,2023-05-27 23:09:14,市民大道/延吉街(市民大道橋下空地),22,1
973,YouBike2.0_龍城市場,15,8,松山區,2023-05-27 23:07:14,光復北路190巷35號對側,6,1
974,YouBike2.0_捷運南京三民站(3號出口),29,1,松山區,2023-05-27 22:47:14,捷運南京三民站(3號出口),28,1
975,YouBike2.0_塔悠基隆路口(麥帥一橋下),20,1,松山區,2023-05-27 23:11:14,南京東路五段386號前,17,1
976,YouBike2.0_五常街370巷,11,1,松山區,2023-05-27 22:24:14,五常街370巷8號,10,1
977,YouBike2.0_南港公園(東新街),20,11,南港區,2023-05-27 23:07:14,東新街170巷1號西南側,9,1
978,YouBike2.0_南港公園(福德街),32,18,南港區,2023-05-27 23:08:14,福德街383號北側,14,1
979,YouBike2.0_捷運昆陽站(1號出口),58,0,南港區,2023-05-27 23:04:04,忠孝東路六段403號,58,1
980,YouBike2.0_忠孝東路六段225巷口,35,15,南港區,2023-05-27 23:01:17,忠孝東路六段219號,20,1
981,YouBike2.0_捷運後山埤站(1號出口),53,12,南港區,2023-05-27 23:11:14,中坡北路7號東側,41,1
982,YouBike2.0_合樂公園,15,2,南港區,2023-05-27 22:35:19,玉成街46號東側,13,1
983,YouBike2.0_合心廣場,38,0,南港區,2023-05-27 23:01:05,忠孝東路六段17號東北側,38,1
984,YouBike2.0_成德國中,26,11,南港區,2023-05-27 22:56:04,東新街118巷15號南側,14,1
985,YouBike2.0_玉成公園,26,6,南港區,2023-05-27 23:05:15,玉成街247號對側,20,1
986,YouBike2.0_研究院舊莊街口,30,1,南港區,2023-05-27 23:13:14,舊莊街一段1號西側,29,1
987,YouBike2.0_中研院綜合體育館東側,30,3,南港區,2023-05-27 20:52:15,研究院路二段128號(體育館),27,1
988,YouBike2.0_國家生技園區,30,6,南港區,2023-05-27 22:42:14,研究院路一段130巷99號(國家生技園區),23,1
989,YouBike2.0_捷運南港展覽館站(5號出口),56,1,南港區,2023-05-27 22:51:15,研究院路一段1號(5號出口),55,1
990,YouBike2.0_中研公園,40,17,南港區,2023-05-27 23:11:14,研究院路二段12巷58弄9號西側,23,1
991,YouBike2.0_福山公園,20,11,南港區,2023-05-27 23:01:17,福山街44巷27號東南側,9,1
992,YouBike2.0_舊莊區民活動中心,18,5,南港區,2023-05-27 22:57:14,舊莊街一段91巷11號西南側,13,1
993,YouBike2.0_凌雲市場,20,3,南港區,2023-05-27 23:10:20,研究院路三段68巷9號北側,17,1
994,YouBike2.0_市民大道八段532號,15,12,南港區,2023-05-27 23:07:14,市民大道八段532號北側,3,1
995,YouBike2.0_捷運南港軟體園區(2號出口),34,6,南港區,2023-05-27 23:10:20,經貿二路183號(2號出口),28,1
996,YouBike2.0_南港國小,30,8,南港區,2023-05-27 21:47:14,惠民街67號東南側,21,1
997,YouBike2.0_興中立體停車場(興中路),26,10,南港區,2023-05-27 23:11:14,興中路44巷1號東側,16,1
998,YouBike2.0_臺北市立圖書館南港分館,40,0,南港區,2023-05-27 21:44:04,南港路一段350號,40,1
999,YouBike2.0_東陽公園,30,26,南港區,2023-05-27 23:05:15,重陽路125巷34號東側,4,1
1000,YouBike2.0_向陽南港路口,21,0,南港區,2023-05-27 22:23:04,向陽路49號北側,20,1
1001,YouBike2.0_南港車站(忠孝東路七段415巷),11,6,南港區,2023-05-27 22:50:22,忠孝東路七段510號西北側,5,1
1002,YouBike2.0_捷運南港站(2號出口),14,5,南港區,2023-05-27 23:09:14,忠孝東路七段380號(2號出口),9,1
1003,YouBike2.0_捷運南港站(1號出口),20,14,南港區,2023-05-27 22:42:14,忠孝東路七段380號(1號出口),6,1
1004,YouBike2.0_東新國小,22,15,南港區,2023-05-27 23:13:14,東明街68號北側,6,1
1005,YouBike2.0_中華科技大學,20,9,南港區,2023-05-27 23:07:14,研究院路三段246號東側,11,1
1006,YouBike2.0_六福公園,19,11,南港區,2023-05-27 22:32:15,研究院路二段35巷23弄25號北側,8,1
1007,YouBike2.0_南港加壓站,24,7,南港區,2023-05-27 21:42:14,研究院路二段3巷1號西側,17,1
1008,YouBike2.0_臺北流行音樂中心(南港路),21,8,南港區,2023-05-27 23:07:14,南港路二段200-1號南側,13,1
1009,YouBike2.0_興南公園,26,12,南港區,2023-05-27 23:12:14,重陽路269號南側,14,1
1010,YouBike2.0_臺北流行音樂中心(市民大道),21,5,南港區,2023-05-27 20:11:15,市民大道八段99號,16,1
1011,YouBike2.0_南港車站(市民大道),30,0,南港區,2023-05-27 22:59:04,南港路一段313號(市民大道),30,1
1012,YouBike2.0_忠孝東路七段527巷口,15,9,南港區,2023-05-27 23:07:14,忠孝東路七段552號,6,1
1013,YouBike2.0_南港軟體園區(新民街),19,2,南港區,2023-05-27 23:11:14,新民街15號北側,15,1
1014,YouBike2.0_世貿公園,35,0,南港區,2023-05-27 22:44:04,經貿二路188-1號,34,1
1015,YouBike2.0_凌雲五村(研究院路三段8巷),26,6,南港區,2023-05-27 23:10:20,研究院路三段10巷1號東側,20,1
1016,YouBike2.0_新新公園(昆陽街60巷),20,0,南港區,2023-05-27 23:11:03,南港路三段47巷8號南側,20,1
1017,YouBike2.0_南港高中(昆陽街),14,0,南港區,2023-05-27 22:37:04,昆陽街58號東側,13,1
1018,YouBike2.0_南港路三段290巷口,20,8,南港區,2023-05-27 22:47:14,南港路三段314巷20號,12,1
1019,YouBike2.0_南港路三段220巷口,25,13,南港區,2023-05-27 22:29:14,南港路三段133號,11,1
1020,YouBike2.0_南港東新街口,28,2,南港區,2023-05-27 22:08:14,東新街4號東側,26,1
1021,YouBike2.0_八德中坡路口,26,0,南港區,2023-05-27 23:11:03,八德路四段873號,26,1
1022,YouBike2.0_捷運後山埤站(3號出口),12,0,南港區,2023-05-15 07:23:15,玉成街150號,12,0
1023,YouBike2.0_玉成公園運動中心,15,7,南港區,2023-05-27 23:10:20,中坡南路19號,8,1
1024,YouBike2.0_百福公園,18,7,南港區,2023-05-27 23:11:14,福德街309巷7號南側,10,1
1025,YouBike2.0_南湖大橋(經貿二路255巷),20,10,南港區,2023-05-27 23:01:17,經貿二路255巷1號,10,1
1026,YouBike2.0_園區重陽路口,13,5,南港區,2023-05-27 23:05:15,重陽路458號西側,8,1
1027,YouBike2.0_南港車站B棟(市民大道),16,0,南港區,2023-05-27 23:10:09,忠孝東路七段359號(市民大道),16,1
1028,YouBike2.0_胡適公園,20,1,南港區,2023-05-27 21:22:15,研究院路二段/研究院路二段132巷北側,19,1
1029,YouBike2.0_南港抽水站,13,8,南港區,2023-05-27 22:43:14,重陽路505號,5,1
1030,YouBike2.0_經貿公園,20,3,南港區,2023-05-27 22:35:19,經園街58號北側,17,1
1031,YouBike2.0_育成高中,20,4,南港區,2023-05-27 21:59:14,惠民街71號西側,16,1
1032,YouBike2.0_捷運南港展覽館站(7號出口),20,15,南港區,2023-05-27 22:54:16,富康街1巷16弄2號東側,4,1
1033,YouBike2.0_力行橋(南港),18,2,南港區,2023-05-27 22:57:14,研究院路一段101巷16弄2號南側,16,1
1034,YouBike2.0_舊莊國小(舊莊街一段),15,10,南港區,2023-05-27 22:19:15,舊莊街一段/舊莊街一段145巷口,5,1
1035,YouBike2.0_向陽公園,17,10,南港區,2023-05-27 22:21:16,成功路一段76號對側,7,1
1036,YouBike2.0_小彎社會住宅,51,22,南港區,2023-05-27 22:57:14,向陽路258巷/重陽路39巷口(西南側),28,1
1037,YouBike2.0_捷運南港展覽館站(6號出口),25,0,南港區,2023-05-27 22:09:04,南港路一段28號旁,25,1
1038,YouBike2.0_捷運南港展覽館站(4號出口),22,17,南港區,2023-05-27 23:13:14,南港路一段32號(4號出口),3,1
1039,YouBike2.0_成德綠地,17,6,南港區,2023-05-27 22:30:34,東新街65號東南側,11,1
1040,YouBike2.0_南港公園(東新街170巷),16,5,南港區,2023-05-27 21:36:15,東新街170巷63號對側,11,1
1041,YouBike2.0_中坡市民路口(東北側),19,7,南港區,2023-05-27 22:51:15,中坡北路/市民大道七段路口(東北側),11,1
1042,YouBike2.0_昆陽公園,14,4,南港區,2023-05-27 23:11:14,昆陽街173號對側,10,1
1043,YouBike2.0_南港路二段178巷口,18,10,南港區,2023-05-27 23:09:14,南港路二段 / 南港路二段178巷口(北側),7,1
1044,YouBike2.0_南港車站(忠孝東路),24,8,南港區,2023-05-27 22:56:15,忠孝東路七段/興中路(西北側),16,1
1045,YouBike2.0_南港車站(興華路),40,1,南港區,2023-05-27 22:54:16,興華路/市民大道八段路口西北側人行道,39,1
1046,YouBike2.0_玉成公園(成福路178巷口),18,1,南港區,2023-05-27 23:07:04,成福路178巷8號對側,15,1
1047,YouBike2.0_玉東公園(東新街),14,2,南港區,2023-05-27 22:19:15,東新街/市民大道七段(北側),12,1
1048,YouBike2.0_南港出租國宅社區,25,15,南港區,2023-05-27 22:27:14,福德街373巷80號前,10,1
1049,YouBike2.0_成福路197巷口,15,6,南港區,2023-05-27 23:09:14,成福路197巷/成福路,8,1
1050,YouBike2.0_南港疏散門(基三號疏散門),15,6,南港區,2023-05-27 22:09:15,松河街398號對側,9,1
1051,YouBike2.0_成德立體停車場,14,3,南港區,2023-05-27 23:12:14,成福路/東新街80巷10弄,11,1
1052,YouBike2.0_南港展覽館2館,18,0,南港區,2023-05-27 22:04:06,經貿二路/南港路一段(西北側),18,1
1053,YouBike2.0_舊莊派出所,15,7,南港區,2023-05-27 22:51:15,舊莊街一段/舊莊街一段215巷,8,1
1054,YouBike2.0_南港路三段80巷,15,4,南港區,2023-05-27 23:06:15,南港路三段/南港路三段80巷,11,1
1055,YouBike2.0_捷運昆陽站(4號出口),28,0,南港區,2023-05-27 22:30:23,忠孝東路六段465號,28,1
1056,YouBike2.0_忠孝東路六段278巷口,14,9,南港區,2023-05-27 22:55:24,忠孝東路/忠孝東路六段278巷,5,1
1057,YouBike2.0_中研院人文社會科學館,20,10,南港區,2023-05-27 21:31:15,研究院路二段128號(人文社會科學館),10,1
1058,YouBike2.0_南港路三段130巷口,12,6,南港區,2023-05-27 23:13:14,松河街380號對側,6,1
1059,YouBike2.0_南港路三段190巷口,16,9,南港區,2023-05-27 22:34:18,松河街358號對側,7,1
1060,YouBike2.0_忠孝東路六段212巷口,15,6,南港區,2023-05-27 22:17:46,忠孝東路六段226號前,8,1
1061,YouBike2.0_新富公園,13,0,南港區,2023-05-27 22:52:04,富康街47巷2號對側,13,1
1062,YouBike2.0_東新街63巷口,15,8,南港區,2023-05-27 22:58:14,東新街/東新街63巷,7,1
1063,YouBike2.0_內湖機廠(港東街),15,4,南港區,2023-05-27 21:16:16,經貿一路77號(港東街),11,1
1064,YouBike2.0_黎忠區民活動中心,16,4,信義區,2023-05-27 23:11:15,和平東路三段391巷16號,6,1
1065,YouBike2.0_基隆路二段159巷口,14,11,信義區,2023-05-27 23:13:14,基隆路二段155號,0,1
1066,YouBike2.0_嘉興街175巷口,16,13,信義區,2023-05-27 23:13:14,基隆路二段131-4號(前),2,1
1067,YouBike2.0_和平東路三段631巷口,15,10,信義區,2023-05-27 22:31:15,和平東路三段633號前,5,1
1068,YouBike2.0_和平東路三段530巷口,15,6,信義區,2023-05-27 22:23:20,和平東路三段530巷口東北側,9,1
1069,YouBike2.0_景勤二號公園,41,14,信義區,2023-05-27 23:11:15,信安街50號(對面),27,1
1070,YouBike2.0_臺北醫學大學,55,15,信義區,2023-05-27 23:09:14,台北醫學大學(吳興街220巷59弄),40,1
1071,YouBike2.0_三興公園,31,14,信義區,2023-05-27 23:10:20,吳興街118巷35弄28號前方(三興公園),17,1
1072,YouBike2.0_松德站,48,22,信義區,2023-05-27 23:11:15,松德路300號南側,25,1
1073,YouBike2.0_捷運象山站(2號出口),31,0,信義區,2023-05-27 23:10:09,信義路五段128號東側,27,1
1074,YouBike2.0_象山公園,34,0,信義區,2023-05-27 23:07:04,松仁路153巷15號東側,34,1
1075,YouBike2.0_松仁路253巷3弄,26,23,信義區,2023-05-27 23:07:14,松仁路215巷6號,2,1
1076,YouBike2.0_興雅國中,18,3,信義區,2023-05-27 22:35:19,松仁路101號東側,15,1
1077,YouBike2.0_捷運象山站(1號出口),24,0,信義區,2023-05-27 23:12:04,信義路5段152號(1號出口),23,1
1078,YouBike2.0_松德路200巷,41,18,信義區,2023-05-27 23:12:14,松德路200巷53號北側,23,1
1079,YouBike2.0_中全公園,17,5,信義區,2023-05-27 23:07:14,虎林街164巷54號北側,12,1
1080,YouBike2.0_台北市災害應變中心,45,29,信義區,2023-05-27 23:13:14,莊敬路391巷11弄2號(東北側),14,1
1081,YouBike2.0_信義運動中心,33,1,信義區,2023-05-27 22:06:16,松勤街100號(前),31,1
1082,YouBike2.0_捷運台北101/世貿站(3號出口),15,1,信義區,2023-05-27 23:12:14,信義路五段16號前,14,1
1083,YouBike2.0_景新公園,17,9,信義區,2023-05-27 23:06:15,莊敬路239巷12號(對面),8,1
1084,YouBike2.0_光復信義路口東南側,16,3,信義區,2023-05-27 23:07:14,光復南路485號前方,12,1
1085,YouBike2.0_三張犁,40,24,信義區,2023-05-27 23:13:14,光復南路455號前方,12,1
1086,YouBike2.0_仁愛路四段496巷口,34,26,信義區,2023-05-27 23:10:20,仁愛路四段與仁愛路四段496巷口西南側,7,1
1087,YouBike2.0_松山工農,34,8,信義區,2023-05-27 23:07:14,忠孝東路五段236巷15號(前),26,1
1088,YouBike2.0_松友公園,27,6,信義區,2023-05-27 23:04:14,信義路六段76巷2弄22號(對面),20,1
1089,YouBike2.0_林口公園,41,31,信義區,2023-05-27 23:13:14,林口街82號(對面),10,1
1090,YouBike2.0_松山家商,25,0,信義區,2023-05-27 21:16:04,松山路655號(前),25,1
1091,YouBike2.0_永春陂濕地公園,23,0,信義區,2023-05-27 23:12:14,松山路721號(對面),22,1
1092,YouBike2.0_臺北市政府,63,3,信義區,2023-05-27 23:10:20,台北市政府東門(松智路),60,1
1093,YouBike2.0_松智松壽路口,39,0,信義區,2023-05-27 23:12:14,松智路/松壽路(西北側),39,1
1094,YouBike2.0_市府松壽路口,28,2,信義區,2023-05-27 23:13:14,市府路/松壽路(東北側),24,1
1095,YouBike2.0_市府松高路口,54,12,信義區,2023-05-27 23:04:14,市府路/松高路(東南側),41,1
1096,YouBike2.0_市民廣場,30,2,信義區,2023-05-27 22:58:14,市府路/松壽路(西北側),28,1
1097,YouBike2.0_信義廣場(台北101),96,0,信義區,2023-05-27 23:12:04,松智路/信義路(東北側),94,1
1098,YouBike2.0_捷運台北101/世貿站(5號出口),15,0,信義區,2023-05-27 22:23:04,市府路/信義路(西北側),15,1
1099,YouBike2.0_春光公園,30,17,信義區,2023-05-27 23:05:15,林口街230號(斜對面),12,1
1100,YouBike2.0_松仁路121巷口,31,3,信義區,2023-05-27 23:13:14,松仁路123號北側,27,1
1101,YouBike2.0_福德國小,35,9,信義區,2023-05-27 23:11:04,福德街251巷2號對側,24,1
1102,YouBike2.0_福德公園,35,14,信義區,2023-05-27 23:04:14,大道路與大道路145巷口,14,1
1103,YouBike2.0_松高路(信義新天地A4館),17,1,信義區,2023-05-27 23:12:14,松高路19號,16,1
1104,YouBike2.0_興雅松仁路口,65,0,信義區,2023-05-27 23:12:14,松仁路28號北側,65,1
1105,YouBike2.0_福祥公園,19,6,信義區,2023-05-27 23:08:14,松隆路99號西南側,13,1
1106,YouBike2.0_吳興公車總站,56,47,信義區,2023-05-27 23:12:14,松仁路277號南側,9,1
1107,YouBike2.0_泰和公園,34,28,信義區,2023-05-27 23:13:14,吳興街600巷81號西側,5,1
1108,YouBike2.0_興雅國小(基隆路一段37巷),15,6,信義區,2023-05-27 22:57:14,基隆路一段83巷9號西側,7,1
1109,YouBike2.0_雅祥公園(松信路50巷口),12,1,信義區,2023-05-27 23:10:20,松信路61號西側,11,1
1110,YouBike2.0_松山車站,63,16,信義區,2023-05-27 23:11:15,松山路11號南側,47,1
1111,YouBike2.0_五常公園,19,7,信義區,2023-05-27 23:01:17,松隆路161號對側,10,1
1112,YouBike2.0_永吉松信路口,25,7,信義區,2023-05-27 23:13:14,松信路/永吉路西南側人行道,18,1
1113,YouBike2.0_三興國小,22,13,信義區,2023-05-27 23:13:14,基隆路二段99-1號(前),9,1
1114,YouBike2.0_市民松信路口,20,9,信義區,2023-05-27 23:13:14,市民大道六段/松信路口(西側),9,1
1115,YouBike2.0_松山高中,38,9,信義區,2023-05-27 23:12:14,忠孝東路四段599巷36號對側,28,1
1116,YouBike2.0_基隆光復路口,17,17,信義區,2023-05-27 23:04:04,基隆路二段/光復南路(東北側),0,1
1117,YouBike2.0_基隆忠孝路口西南側,14,0,信義區,2023-05-27 23:04:04,忠孝東路四段550號,12,1
1118,YouBike2.0_泰和里民活動中心,18,4,信義區,2023-05-27 22:57:14,松仁路308巷60號,9,1
1119,YouBike2.0_捷運後山埤站(2號出口),22,1,信義區,2023-05-27 23:08:14,忠孝東路五段800號,21,1
1120,YouBike2.0_虎林永吉路口,15,3,信義區,2023-05-27 23:06:15,永吉路356號東側,11,1
1121,YouBike2.0_永吉公園,18,3,信義區,2023-05-27 23:09:04,永吉路326巷66號西側,14,1
1122,YouBike2.0_永吉路321巷口,15,5,信義區,2023-05-27 23:07:14,永吉路323號西側,9,1
1123,YouBike2.0_松山永吉路口,20,4,信義區,2023-05-27 23:13:14,松山路166號,16,1
1124,YouBike2.0_松山路292巷口,17,8,信義區,2023-05-27 23:06:15,松山路279號,8,1
1125,YouBike2.0_捷運象山站(3號出口),51,0,信義區,2023-05-27 23:01:05,信義路五段/信義路五段91巷口(西北側),51,1
1126,YouBike2.0_松德公園,25,16,信義區,2023-05-27 23:01:31,松德路168巷20號前,8,1
1127,YouBike2.0_世貿三館,30,0,信義區,2023-05-27 23:11:04,市府路/松壽路口東南側,28,1
1128,YouBike2.0_松德虎林街口,25,12,信義區,2023-05-27 23:08:14,松德路79號前,11,1
1129,YouBike2.0_富台公園,25,16,信義區,2023-05-27 23:05:15,松信路209號旁,9,1
1130,YouBike2.0_基隆路一段101巷口,23,10,信義區,2023-05-27 22:58:14,基隆路一段109-6號前,12,1
1131,YouBike2.0_捷運永春站(2號出口),28,21,信義區,2023-05-27 23:13:14,虎林街132巷44號西側,6,1
1132,YouBike2.0_吳興街260巷,32,20,信義區,2023-05-27 23:13:14,吳興街260巷/吳興街260巷21弄口(東南側),11,1
1133,YouBike2.0_松山家商(林口街),25,6,信義區,2023-05-27 23:10:20,林口街/福德街口(東南側),18,1
1134,YouBike2.0_仁愛逸仙路口,28,13,信義區,2023-05-27 23:11:15,仁愛路四段/逸仙路口(西北側),14,1
1135,YouBike2.0_安強公園,20,3,信義區,2023-05-27 23:01:17,虎林街222巷55號,16,1
1136,YouBike2.0_信義基隆路口,20,2,信義區,2023-05-27 23:07:14,信義路四段393號前,17,1
1137,YouBike2.0_捷運台北101/世貿站(2號出口),49,12,信義區,2023-05-27 23:10:20,捷運台北101/世貿站(2號出口)(西側),37,1
1138,YouBike2.0_吳興街284巷36弄口,25,13,信義區,2023-05-27 23:09:14,吳興街284巷36弄24號西側,10,1
1139,YouBike2.0_協和祐德高級中學,20,7,信義區,2023-05-27 23:01:17,中坡南路51號對側,13,1
1140,YouBike2.0_福德國小公車站,10,7,信義區,2023-05-27 23:13:14,福德街308號對側,3,1
1141,YouBike2.0_松仁路95巷口,60,8,信義區,2023-05-27 23:06:15,松仁路/松仁路95巷(東南側),49,1
1142,YouBike2.0_臺北南山廣場_1,55,1,信義區,2023-05-27 23:12:14,松智路/松廉路(東北側),52,1
1143,YouBike2.0_景聯廣場,13,0,信義區,2023-05-27 23:12:14,松勤街8號對側,12,1
1144,YouBike2.0_景平公園,13,2,信義區,2023-05-27 22:53:14,松平路50巷15號對側,11,1
1145,YouBike2.0_捷運市政府站(3號出口),92,1,信義區,2023-05-27 23:13:14,忠孝東路/松仁路(東南側),91,1
1146,YouBike2.0_五分埔公園,18,3,信義區,2023-05-27 23:08:14,中坡北路57號旁,15,1
1147,YouBike2.0_松仁路305號,14,8,信義區,2023-05-27 21:59:14,松仁路/吳興街583巷3弄,6,1
1148,YouBike2.0_吳興街394巷口,12,9,信義區,2023-05-27 22:54:17,吳興街394巷/吳興街,3,1
1149,YouBike2.0_忠孝東路五段215巷口,24,10,信義區,2023-05-27 22:51:15,忠孝東路五段/忠孝東路五段215巷,13,1
1150,YouBike2.0_松勤莊敬路口,15,1,信義區,2023-05-27 22:54:17,松勤街/莊敬路,14,1
1151,YouBike2.0_松仁松平路口,10,1,信義區,2023-05-27 22:53:04,松仁路/松平路,9,1
1152,YouBike2.0_信義松德路口,18,10,信義區,2023-05-27 22:48:14,信義路五段180號前,8,1
1153,YouBike2.0_捷運市政府站(4號出口),14,0,信義區,2023-05-27 23:09:04,忠孝東路五段71巷/忠孝東路五段31巷18弄,10,1
1154,YouBike2.0_吳興街284巷(廣安宮),15,13,信義區,2023-05-27 22:30:23,吳興街284巷23號對側,0,1
1155,YouBike2.0_景勤二號公園(西南側),22,2,信義區,2023-05-27 23:12:14,信安街67巷/信安街口東南側,19,1
1156,YouBike2.0_克勤新村,18,11,信義區,2023-05-27 23:06:15,信安街67巷75號對側,6,1
1157,YouBike2.0_和平東路三段291號,15,12,信義區,2023-05-27 22:55:12,和平東路三段291號前,1,1
1158,YouBike2.0_德昌寶興街口(西北角),15,4,萬華區,2023-05-27 23:04:14,寶興街186號(前),9,1
1159,YouBike2.0_寶興長泰街口(西南角),17,15,萬華區,2023-05-27 22:56:15,寶興街/長泰街(西南側),1,1
1160,YouBike2.0_萬大路486巷口,10,10,萬華區,2023-05-27 23:01:05,萬大路482號(旁),0,1
1161,YouBike2.0_國興中華路口,14,10,萬華區,2023-05-27 23:06:15,國興路2號前,4,1
1162,YouBike2.0_古亭國中,20,13,萬華區,2023-05-27 23:02:14,中華路二段465號對側,7,1
1163,YouBike2.0_國興水源路口,14,5,萬華區,2023-05-27 22:55:24,國興路1巷15號對側,9,1
1164,YouBike2.0_青年公園高爾夫球場,16,7,萬華區,2023-05-27 22:37:14,國興路42號對側,8,1
1165,YouBike2.0_國興青年路口,30,18,萬華區,2023-05-27 23:04:14,國興路與青年路口西南側,12,1
1166,YouBike2.0_青年公園棒球場,28,15,萬華區,2023-05-27 23:02:14,青年路66號對側,13,1
1167,YouBike2.0_青年公園籃球場,16,3,萬華區,2023-05-27 23:07:14,青年公園籃球場南側,8,1
1168,YouBike2.0_復華花園新城,28,23,萬華區,2023-05-27 23:06:15,西藏路123號前,5,1
1169,YouBike2.0_新和國小,20,17,萬華區,2023-05-27 23:13:14,萬大路277巷37弄1號東側,1,1
1170,YouBike2.0_莒光郵局,16,15,萬華區,2023-05-27 22:12:14,莒光路210號前,1,1
1171,YouBike2.0_莒光立體停車場,10,2,萬華區,2023-05-27 22:47:14,莒光路137號前,8,1
1172,YouBike2.0_艋舺大道146巷口,14,6,萬華區,2023-05-27 23:11:15,艋舺大道142號前,8,1
1173,YouBike2.0_東園國小,27,9,萬華區,2023-05-27 23:10:20,東園街199號前方,18,1
1174,YouBike2.0_華中疏散門,12,8,萬華區,2023-05-27 23:07:14,環河南路三段371號前,2,1
1175,YouBike2.0_錦德公園,16,1,萬華區,2023-05-27 23:09:04,德昌街243號前,11,1
1176,YouBike2.0_忠德公園,19,9,萬華區,2023-05-27 23:08:14,東園街66巷20弄27號前,10,1
1177,YouBike2.0_華江高中,50,33,萬華區,2023-05-27 23:11:15,東園街35巷14號對側,17,1
1178,YouBike2.0_西園艋舺路口,32,20,萬華區,2023-05-27 23:09:14,西園路二段與艋舺大道口西南側,12,1
1179,YouBike2.0_雙園國中,24,12,萬華區,2023-05-27 22:53:14,西園路二段320巷與興義街口,11,1
1180,YouBike2.0_長順區民活動中心,26,3,萬華區,2023-05-27 23:05:15,長順街127號前,22,1
1181,YouBike2.0_華江國小,23,5,萬華區,2023-05-27 23:09:14,環河南路二段250巷25弄2號對側,18,1
1182,YouBike2.0_華江八號公園,20,15,萬華區,2023-05-27 23:11:04,環河南路二段216號旁,4,1
1183,YouBike2.0_環河南雙園街口,15,10,萬華區,2023-05-27 22:57:14,環河南路二段282號前,4,1
1184,YouBike2.0_大理高中,37,21,萬華區,2023-05-27 23:03:14,環河南路二段與西藏路口東側,16,1
1185,YouBike2.0_糖廍文化園區,14,5,萬華區,2023-05-27 23:03:14,大理街177號對側,8,1
1186,YouBike2.0_兩棵樹公園,17,11,萬華區,2023-05-27 22:54:17,艋舺大道與大理街160巷20弄口東側,6,1
1187,YouBike2.0_萬華青年公宅,23,14,萬華區,2023-05-27 22:42:14,青年路188號前,9,1
1188,YouBike2.0_開封西寧路口,41,34,萬華區,2023-05-27 23:13:14,西寧南路12號(對面),4,1
1189,YouBike2.0_峨嵋停車場,47,7,萬華區,2023-05-27 23:11:15,峨嵋街83號(旁),40,1
1190,YouBike2.0_長沙公園,24,15,萬華區,2023-05-27 23:13:14,環河南路一段280-1號(對面),8,1
1191,YouBike2.0_貓公園(中興橋頭),15,1,萬華區,2023-05-27 23:11:04,成都路108號(對面),13,1
1192,YouBike2.0_西本願寺廣場,65,4,萬華區,2023-05-27 23:06:15,中華路一段164號(前),60,1
1193,YouBike2.0_中華桂林路口,28,8,萬華區,2023-05-27 23:13:15,中華路一段與桂林路口西北側,20,1
1194,YouBike2.0_捷運龍山寺站(1號出口),30,2,萬華區,2023-05-27 23:11:15,和平西路三段/西園路一段(東北側),27,1
1195,YouBike2.0_龍山國小,24,2,萬華區,2023-05-27 23:10:20,和平西路三段235號(旁),22,1
1196,YouBike2.0_華西公園,33,18,萬華區,2023-05-27 23:12:14,桂林路134號(對面),15,1
1197,YouBike2.0_老松國小,40,21,萬華區,2023-05-27 23:13:15,康定路238號(對面),17,1
1198,YouBike2.0_萬華火車站,53,22,萬華區,2023-05-27 23:08:14,艋舺大道83號(前),31,1
1199,YouBike2.0_萬華火車站(D2廣場),17,8,萬華區,2023-05-27 23:07:14,康定路/康定路287巷(東南側),9,1
1200,YouBike2.0_捷運龍山寺站(3號出口),23,6,萬華區,2023-05-27 23:10:20,和平西路三段/和平西路三段88巷(西南側),16,1
1201,YouBike2.0_臺北市電影主題公園(峨嵋街),15,10,萬華區,2023-05-27 23:09:14,峨嵋街100號(對面),5,1
1202,YouBike2.0_臺北市電影主題公園(康定路),15,12,萬華區,2023-05-27 22:56:15,康定路18-2號(對面),3,1
1203,YouBike2.0_中華峨嵋街口,24,8,萬華區,2023-05-27 23:04:14,中華路一段130號(前),16,1
1204,YouBike2.0_萬華266號綠地,15,14,萬華區,2023-05-27 22:51:04,康定路81號(對面),0,1
1205,YouBike2.0_萬大國小(萬大路344巷口),18,9,萬華區,2023-05-27 22:50:22,萬大路346號(旁),8,1
